,BTC,ETH,SP500,NASDAQ,VIX,GOLD,DXY,US10Y
Ticker,BTC-USD,ETH-USD,^GSPC,^NDX,^VIX,GC=F,DX-Y.NYB,^TNX
Date,,,,,,,,
2015-08-20,0.03751679130467895,,-0.021325960454146156,-0.02827742331480411,0.22720085108259072,0.02183246129993839,-0.007387777088806155,-0.021363184747608777
2015-08-21,-0.0118868375389682,,-0.03236924252187817,-0.04378492658203574,0.38149503553749253,0.005707855724575729,-0.00965479385630706,-0.014500113755660068
2015-08-22,-0.009413433789144688,,,,,,,
2015-08-23,-0.009686912182080969,,,,,,,
2015-08-24,-0.08062473359634079,,,,,,,
2015-08-25,0.05145266189809527,,-0.013614249742655897,-0.0055320439329589206,-0.12313609954173135,-0.01326609907875266,0.01298997444243397,0.06588334727440376
2015-08-26,0.018872365248561083,,0.03829129943453164,0.04937428245865688,-0.1722668017474006,-0.012020629120604693,0.006011721982451701,0.018118979256270012
2015-08-27,-0.004713708157642016,,0.02400725448969004,0.024630120406901677,-0.14987222176466056,-0.0019581236090830427,0.005348469974766777,-0.001843294798735747
2015-08-28,0.02905731598082126,,0.0006085511568762156,0.0009938347970564025,-0.0019175900324734378,0.009487946300354527,0.005215951704627573,0.008268363829065222
2015-08-29,-0.0070081875315019145,,,,,,,
2015-08-30,-0.004444526744575541,,,,,,,
2015-08-31,0.005644959118664133,,,,,,,
2015-09-01,-0.008446556918348894,,-0.030022649842427997,-0.031355046671243704,0.09936294436829489,0.006254679083375538,-0.005224672448561533,-0.012809011580510912
2015-09-02,0.0050851953697263535,,0.01812767142321464,0.027052963790006438,-0.18525577576833296,-0.005459639578781788,0.003973289263555428,0.00962213463707999
2015-09-03,-0.00920554074485158,,0.0011641156994188924,-0.005083130344253981,-0.01856918095317524,-0.007800809896323428,0.006034161198041619,-0.01146542943581568
2015-09-04,0.013618286292616499,,-0.015448308754276238,-0.011860809571512046,0.0820530692087438,-0.0027625341162804407,-0.0018687744082446635,-0.018622494320626716
2015-09-05,0.02029220950741306,,,,,,,
2015-09-06,0.020305669091942837,,,,,,,
2015-09-07,2.9201476095330115e-05,,,,,,,
2015-09-08,0.01555502844545953,,,,,,,
2015-09-09,-0.022579945075460288,,-0.013995035769084717,-0.011705101972428593,0.05203598827627688,-0.016377648027910367,0.001354994039468901,-0.005942879865177494
2015-09-10,0.001296586674883571,,0.005264075444935658,0.010023677451955548,-0.07355087435260295,0.0066013252241179255,-0.005745072972555457,0.018624154259576954
2015-09-11,0.0068117443452915295,,0.004477006444986281,0.006248661836140554,-0.049200590516681394,-0.005422516675857549,-0.002832382076128414,-0.01770752109617805
